table_schema,table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default,is_identity,is_generated,collation_name
public,bom_itens,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,bom_itens,2,bom_id,uuid,uuid,NO,,NO,NEVER,
public,bom_itens,3,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,bom_itens,4,materia_prima_id,uuid,uuid,YES,,NO,NEVER,
public,bom_itens,5,componente_produto_id,uuid,uuid,YES,,NO,NEVER,
public,bom_itens,6,componente_tipo,text,text,NO,'materia_prima'::text,NO,NEVER,
public,bom_itens,7,quantidade,numeric,numeric,NO,,NO,NEVER,
public,bom_itens,8,unidade,text,text,NO,,NO,NEVER,
public,bom_itens,9,nivel,smallint,int2,NO,1,NO,NEVER,
public,bom_itens,10,ordem,smallint,int2,NO,1,NO,NEVER,
public,bom_itens,11,observacoes,text,text,YES,,NO,NEVER,
public,bom_itens,12,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,bom_itens,13,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,bom_itens,14,created_by,uuid,uuid,NO,,NO,NEVER,
public,bom_itens,15,ativo,boolean,bool,NO,true,NO,NEVER,
public,bom_itens,16,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,bom_itens,17,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,boms,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,boms,2,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,boms,3,produto_id,uuid,uuid,NO,,NO,NEVER,
public,boms,4,versao,text,text,NO,'A'::text,NO,NEVER,
public,boms,5,descricao,text,text,YES,,NO,NEVER,
public,boms,6,status,text,text,NO,'ativo'::text,NO,NEVER,
public,boms,7,data_validade,date,date,YES,,NO,NEVER,
public,boms,8,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,boms,9,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,boms,10,created_by,uuid,uuid,NO,,NO,NEVER,
public,boms,11,ativo,boolean,bool,NO,true,NO,NEVER,
public,boms,12,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,boms,13,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,clientes,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,clientes,2,nome,text,text,NO,,NO,NEVER,
public,clientes,3,empresa,text,text,YES,,NO,NEVER,
public,clientes,4,telefone,text,text,YES,,NO,NEVER,
public,clientes,5,email,text,text,YES,,NO,NEVER,
public,clientes,6,cnpj,text,text,YES,,NO,NEVER,
public,clientes,7,cidade,text,text,YES,,NO,NEVER,
public,clientes,8,observacoes,text,text,YES,,NO,NEVER,
public,clientes,9,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,clientes,10,created_by,uuid,uuid,NO,,NO,NEVER,
public,clientes,11,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,clientes,12,ativo,boolean,bool,NO,true,NO,NEVER,
public,clientes,13,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,clientes,14,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,clientes,15,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,clientes,16,inscricao_estadual,text,text,YES,,NO,NEVER,
public,clientes,17,inscricao_municipal,text,text,YES,,NO,NEVER,
public,clientes,18,telefone_fiscal,text,text,YES,,NO,NEVER,
public,clientes,19,email_fiscal,text,text,YES,,NO,NEVER,
public,clientes,20,site,text,text,YES,,NO,NEVER,
public,clientes,21,estado,text,text,YES,,NO,NEVER,
public,clientes,22,segmento,text,text,YES,,NO,NEVER,
public,clientes,23,endereco,text,text,YES,,NO,NEVER,
public,clientes,24,numero,text,text,YES,,NO,NEVER,
public,clientes,25,bairro,text,text,YES,,NO,NEVER,
public,clientes,26,cep,text,text,YES,,NO,NEVER,
public,clientes,27,complemento,text,text,YES,,NO,NEVER,
public,clientes_ativos,1,id,uuid,uuid,YES,,NO,NEVER,
public,clientes_ativos,2,empresa_id,uuid,uuid,YES,,NO,NEVER,
public,clientes_ativos,3,nome,text,text,YES,,NO,NEVER,
public,clientes_ativos,4,empresa,text,text,YES,,NO,NEVER,
public,clientes_ativos,5,telefone,text,text,YES,,NO,NEVER,
public,clientes_ativos,6,email,text,text,YES,,NO,NEVER,
public,clientes_ativos,7,cnpj,text,text,YES,,NO,NEVER,
public,clientes_ativos,8,cidade,text,text,YES,,NO,NEVER,
public,clientes_ativos,9,observacoes,text,text,YES,,NO,NEVER,
public,clientes_ativos,10,ativo,boolean,bool,YES,,NO,NEVER,
public,clientes_ativos,11,created_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,clientes_ativos,12,updated_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,clientes_ativos,13,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,clientes_ativos,14,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,clientes_ativos,15,created_by,uuid,uuid,YES,,NO,NEVER,
public,consumos_internos,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,consumos_internos,2,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,consumos_internos,3,projeto_id,uuid,uuid,NO,,NO,NEVER,
public,consumos_internos,4,of_numero,text,text,NO,,NO,NEVER,
public,consumos_internos,5,materia_prima_id,uuid,uuid,NO,,NO,NEVER,
public,consumos_internos,6,estoque_movimentacao_id,uuid,uuid,YES,,NO,NEVER,
public,consumos_internos,7,local_estoque,text,text,NO,'principal'::text,NO,NEVER,
public,consumos_internos,8,quantidade,numeric,numeric,NO,,NO,NEVER,
public,consumos_internos,9,unidade,text,text,NO,,NO,NEVER,
public,consumos_internos,10,saldo_consumido,numeric,numeric,NO,,NO,NEVER,
public,consumos_internos,11,custo_unitario_material,numeric,numeric,NO,0,NO,NEVER,
public,consumos_internos,12,custo_total_material,numeric,numeric,YES,,NO,ALWAYS,
public,consumos_internos,13,data_movimentacao,date,date,NO,CURRENT_DATE,NO,NEVER,
public,consumos_internos,14,observacoes,text,text,YES,,NO,NEVER,
public,consumos_internos,15,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,consumos_internos,16,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,consumos_internos,17,created_by,uuid,uuid,NO,,NO,NEVER,
public,consumos_internos,18,ativo,boolean,bool,NO,true,NO,NEVER,
public,consumos_internos,19,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,consumos_internos,20,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,consumos_internos,21,of_id,uuid,uuid,YES,,NO,NEVER,
public,credenciais,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,credenciais,2,nome_plataforma,text,text,NO,,NO,NEVER,
public,credenciais,3,login,text,text,NO,,NO,NEVER,
public,credenciais,4,senha_criptografada,bytea,bytea,YES,,NO,NEVER,
public,credenciais,5,observacoes,text,text,YES,,NO,NEVER,
public,credenciais,6,usuario_responsavel,uuid,uuid,NO,,NO,NEVER,
public,credenciais,7,data_criacao,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,credenciais,8,atualizado_em,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,credenciais,9,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,empresas,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,empresas,2,nome,text,text,NO,,NO,NEVER,
public,empresas,3,slug,text,text,NO,,NO,NEVER,
public,empresas,4,cnpj,text,text,YES,,NO,NEVER,
public,empresas,5,ativo,boolean,bool,NO,true,NO,NEVER,
public,empresas,6,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,empresas,7,codigo,integer,int4,NO,,NO,NEVER,
public,empresas,8,email,text,text,YES,,NO,NEVER,
public,empresas,9,telefone,text,text,YES,,NO,NEVER,
public,empresas,10,plano,text,text,NO,'starter'::text,NO,NEVER,
public,empresas,11,created_by,uuid,uuid,YES,,NO,NEVER,
public,estoque_movimentacoes,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,estoque_movimentacoes,2,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,estoque_movimentacoes,3,materia_prima_id,uuid,uuid,NO,,NO,NEVER,
public,estoque_movimentacoes,4,local_estoque,text,text,NO,'principal'::text,NO,NEVER,
public,estoque_movimentacoes,5,tipo_movimento,text,text,NO,,NO,NEVER,
public,estoque_movimentacoes,6,quantidade,numeric,numeric,NO,,NO,NEVER,
public,estoque_movimentacoes,7,projeto_id,uuid,uuid,YES,,NO,NEVER,
public,estoque_movimentacoes,8,of_numero,text,text,YES,,NO,NEVER,
public,estoque_movimentacoes,9,observacoes,text,text,YES,,NO,NEVER,
public,estoque_movimentacoes,10,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,estoque_movimentacoes,11,created_by,uuid,uuid,NO,,NO,NEVER,
public,estoque_movimentacoes,12,of_id,uuid,uuid,YES,,NO,NEVER,
public,estoque_saldos,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,estoque_saldos,2,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,estoque_saldos,3,materia_prima_id,uuid,uuid,NO,,NO,NEVER,
public,estoque_saldos,4,local_estoque,text,text,NO,'principal'::text,NO,NEVER,
public,estoque_saldos,5,saldo_disponivel,numeric,numeric,NO,0,NO,NEVER,
public,estoque_saldos,6,saldo_reservado,numeric,numeric,NO,0,NO,NEVER,
public,estoque_saldos,7,saldo_livre,numeric,numeric,YES,,NO,ALWAYS,
public,estoque_saldos,8,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,fornecedores,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,fornecedores,2,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,fornecedores,3,nome,text,text,YES,,NO,NEVER,
public,fornecedores,4,empresa,text,text,YES,,NO,NEVER,
public,fornecedores,5,telefone,text,text,YES,,NO,NEVER,
public,fornecedores,6,email,text,text,YES,,NO,NEVER,
public,fornecedores,7,telefone_comercial,text,text,YES,,NO,NEVER,
public,fornecedores,8,email_comercial,text,text,YES,,NO,NEVER,
public,fornecedores,9,cnpj,text,text,YES,,NO,NEVER,
public,fornecedores,10,observacoes,text,text,YES,,NO,NEVER,
public,fornecedores,11,inscricao_estadual,text,text,YES,,NO,NEVER,
public,fornecedores,12,inscricao_municipal,text,text,YES,,NO,NEVER,
public,fornecedores,13,segmento,text,text,YES,,NO,NEVER,
public,fornecedores,14,site,text,text,YES,,NO,NEVER,
public,fornecedores,15,cep,text,text,YES,,NO,NEVER,
public,fornecedores,16,estado,text,text,YES,,NO,NEVER,
public,fornecedores,17,cidade,text,text,YES,,NO,NEVER,
public,fornecedores,18,bairro,text,text,YES,,NO,NEVER,
public,fornecedores,19,endereco,text,text,YES,,NO,NEVER,
public,fornecedores,20,numero,text,text,YES,,NO,NEVER,
public,fornecedores,21,complemento,text,text,YES,,NO,NEVER,
public,fornecedores,22,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,fornecedores,23,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,fornecedores,24,created_by,uuid,uuid,NO,,NO,NEVER,
public,fornecedores,25,ativo,boolean,bool,NO,true,NO,NEVER,
public,fornecedores,26,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,fornecedores,27,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,funcionarios,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,funcionarios,2,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,funcionarios,3,codigo,integer,int4,NO,,NO,NEVER,
public,funcionarios,4,nome,text,text,NO,,NO,NEVER,
public,funcionarios,5,apelido,text,text,YES,,NO,NEVER,
public,funcionarios,6,setor,text,text,YES,,NO,NEVER,
public,funcionarios,7,funcao,text,text,YES,,NO,NEVER,
public,funcionarios,8,habilidades,text,text,YES,,NO,NEVER,
public,funcionarios,9,carga_horaria,numeric,numeric,YES,,NO,NEVER,
public,funcionarios,10,disponibilidade_atual,numeric,numeric,YES,,NO,NEVER,
public,funcionarios,11,telefone,text,text,YES,,NO,NEVER,
public,funcionarios,12,email,text,text,YES,,NO,NEVER,
public,funcionarios,13,data_admissao,date,date,YES,,NO,NEVER,
public,funcionarios,14,observacoes,text,text,YES,,NO,NEVER,
public,funcionarios,15,ativo,boolean,bool,NO,true,NO,NEVER,
public,funcionarios,16,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,funcionarios,17,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,funcionarios,18,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,funcionarios,19,created_by,uuid,uuid,NO,,NO,NEVER,
public,funcionarios,20,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,funcionarios,21,tecnologia_aplicada_id,uuid,uuid,YES,,NO,NEVER,
public,funcionarios_ativos,1,id,uuid,uuid,YES,,NO,NEVER,
public,funcionarios_ativos,2,empresa_id,uuid,uuid,YES,,NO,NEVER,
public,funcionarios_ativos,3,codigo,integer,int4,YES,,NO,NEVER,
public,funcionarios_ativos,4,nome,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,5,apelido,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,6,setor,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,7,funcao,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,8,tecnologia_aplicada_id,uuid,uuid,YES,,NO,NEVER,
public,funcionarios_ativos,9,habilidades,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,10,carga_horaria,numeric,numeric,YES,,NO,NEVER,
public,funcionarios_ativos,11,disponibilidade_atual,numeric,numeric,YES,,NO,NEVER,
public,funcionarios_ativos,12,telefone,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,13,email,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,14,data_admissao,date,date,YES,,NO,NEVER,
public,funcionarios_ativos,15,observacoes,text,text,YES,,NO,NEVER,
public,funcionarios_ativos,16,ativo,boolean,bool,YES,,NO,NEVER,
public,funcionarios_ativos,17,created_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,funcionarios_ativos,18,updated_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,funcionarios_ativos,19,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,funcionarios_ativos,20,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,funcionarios_ativos,21,created_by,uuid,uuid,YES,,NO,NEVER,
public,grupos_recursos,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,grupos_recursos,2,nome,text,text,NO,,NO,NEVER,
public,grupos_recursos,3,descricao,text,text,YES,,NO,NEVER,
public,grupos_recursos,4,setor,text,text,YES,,NO,NEVER,
public,grupos_recursos,5,ativo,boolean,bool,NO,true,NO,NEVER,
public,grupos_recursos,6,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,grupos_recursos,7,created_by,uuid,uuid,NO,auth.uid(),NO,NEVER,
public,grupos_recursos,8,codigo,text,text,NO,,NO,NEVER,
public,grupos_recursos,9,capacidade_total,numeric,numeric,NO,0,NO,NEVER,
public,grupos_recursos,10,disponibilidade_atual,numeric,numeric,NO,0,NO,NEVER,
public,grupos_recursos,11,unidade_capacidade,text,text,NO,'h/dia'::text,NO,NEVER,
public,grupos_recursos,12,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,grupos_recursos,13,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,grupos_recursos,14,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,grupos_recursos,15,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,grupos_recursos_ativos,1,id,uuid,uuid,YES,,NO,NEVER,
public,grupos_recursos_ativos,2,empresa_id,uuid,uuid,YES,,NO,NEVER,
public,grupos_recursos_ativos,3,codigo,text,text,YES,,NO,NEVER,
public,grupos_recursos_ativos,4,nome,text,text,YES,,NO,NEVER,
public,grupos_recursos_ativos,5,descricao,text,text,YES,,NO,NEVER,
public,grupos_recursos_ativos,6,setor,text,text,YES,,NO,NEVER,
public,grupos_recursos_ativos,7,capacidade_total,numeric,numeric,YES,,NO,NEVER,
public,grupos_recursos_ativos,8,disponibilidade_atual,numeric,numeric,YES,,NO,NEVER,
public,grupos_recursos_ativos,9,unidade_capacidade,text,text,YES,,NO,NEVER,
public,grupos_recursos_ativos,10,ativo,boolean,bool,YES,,NO,NEVER,
public,grupos_recursos_ativos,11,created_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,grupos_recursos_ativos,12,updated_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,grupos_recursos_ativos,13,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,grupos_recursos_ativos,14,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,grupos_recursos_ativos,15,created_by,uuid,uuid,YES,,NO,NEVER,
public,itens_industriais,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,
public,itens_industriais,2,empresa_id,uuid,uuid,NO,,NO,NEVER,
public,itens_industriais,3,codigo,text,text,NO,,NO,NEVER,
public,itens_industriais,4,descricao,text,text,NO,,NO,NEVER,
public,itens_industriais,5,unidade,text,text,NO,,NO,NEVER,
public,itens_industriais,6,tipo_item,text,text,NO,,NO,NEVER,
public,itens_industriais,7,codigo_ean_gtin,text,text,YES,,NO,NEVER,
public,itens_industriais,8,codigo_ncm,text,text,YES,,NO,NEVER,
public,itens_industriais,9,familia,text,text,YES,,NO,NEVER,
public,itens_industriais,10,classificacao,text,text,YES,,NO,NEVER,
public,itens_industriais,11,recomendacao_fiscal,text,text,YES,,NO,NEVER,
public,itens_industriais,12,observacoes,text,text,YES,,NO,NEVER,
public,itens_industriais,13,pdf_tecnico_path,text,text,YES,,NO,NEVER,
public,itens_industriais,14,pdf_tecnico_nome,text,text,YES,,NO,NEVER,
public,itens_industriais,15,referencia_arquivo_externo,text,text,YES,,NO,NEVER,
public,itens_industriais,16,caminho_engenharia,text,text,YES,,NO,NEVER,
public,itens_industriais,17,revisao_desenho,text,text,YES,,NO,NEVER,
public,itens_industriais,18,ativo,boolean,bool,NO,true,NO,NEVER,
public,itens_industriais,19,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,itens_industriais,20,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,
public,itens_industriais,21,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,itens_industriais,22,created_by,uuid,uuid,NO,,NO,NEVER,
public,itens_industriais,23,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,itens_industriais,24,valor_referencia,numeric,numeric,YES,,NO,NEVER,
public,itens_industriais,25,pn,text,text,YES,,NO,NEVER,
public,itens_industriais,26,tipo,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,1,id,uuid,uuid,YES,,NO,NEVER,
public,itens_industriais_ativos,2,empresa_id,uuid,uuid,YES,,NO,NEVER,
public,itens_industriais_ativos,3,codigo,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,4,descricao,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,5,unidade,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,6,tipo_item,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,7,codigo_ean_gtin,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,8,codigo_ncm,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,9,familia,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,10,classificacao,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,11,valor_referencia,numeric,numeric,YES,,NO,NEVER,
public,itens_industriais_ativos,12,recomendacao_fiscal,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,13,observacoes,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,14,pdf_tecnico_path,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,15,pdf_tecnico_nome,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,16,referencia_arquivo_externo,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,17,caminho_engenharia,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,18,revisao_desenho,text,text,YES,,NO,NEVER,
public,itens_industriais_ativos,19,ativo,boolean,bool,YES,,NO,NEVER,
public,itens_industriais_ativos,20,created_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,itens_industriais_ativos,21,updated_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,itens_industriais_ativos,22,deleted_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,itens_industriais_ativos,23,deleted_by,uuid,uuid,YES,,NO,NEVER,
public,itens_industriais_ativos,24,created_by,uuid,uuid,YES,,NO,NEVER,
